date,rainfall,temperature_2m,humidity,dewpoint_2m,apparent_temperature,pressure,precipitation,tithi_index,nakshatra_index,yoga_index,karana_index,vara_index,moon_phase_angle,moon_distance_km,sun_lon,moon_lon,hour,day,month,dayofweek,hour_sin,hour_cos,month_sin,month_cos,is_monsoon,is_summer,is_winter,rain_lag_1,rain_lag_3,rain_lag_6,rain_lag_12,rain_lag_24,rain_sum_6,rain_sum_12,rain_sum_24,rain_diff,temp_humidity,temp_dewpoint,humidity_pressure,pressure_change,temp_roll_6,humidity_roll_6,pressure_roll_6,moon_phase_sin,moon_phase_cos,sun_moon_angle
1940-01-11,0.0,22.1875,71.41666666666667,16.116666666666667,23.09583333333333,1009.8708333333334,0.1,1,21,14,2,4,16.698619548352703,399992.8124073674,267.3457046506337,284.0438732697081,0,11,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,2.3063435554504395,0.0,0.0,0.0,2.3063435554504395,2.3063435554504395,0.0,1584.5572916666667,6.070833333333333,72121.60868055557,1.050000000000182,22.67222222222222,73.5763888888889,1009.4694444444444,0.2873374425405155,0.9578294180668476,16.69816861907441
1940-01-12,0.0,22.1625,64.16666666666667,14.483333333333334,22.3125,1009.8,0.0,2,22,15,4,5,27.84514033518692,402466.1103630376,268.3651860358576,296.20981625626433,0,12,1,4,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,2.3063435554504395,0.0,1422.0937500000002,7.679166666666667,64795.5,-0.07083333333343944,22.482638888888886,72.6736111111111,1009.4472222222222,0.4670834104111426,0.884213259185077,27.844630220406714
1940-01-13,0.0,22.20833333333333,62.41666666666666,13.916666666666666,22.258333333333336,1009.3625,0.0,3,23,16,6,6,38.82589711515573,404292.5146859542,269.38453148616424,308.20991882018285,0,13,1,5,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,2.3063435554504395,0.0,1386.1701388888885,8.291666666666663,63001.04270833332,-0.4375,22.28958333333333,71.01388888888889,1009.3256944444446,0.6269560002557703,0.779054666723258,38.825387334018615
1940-01-14,0.0,22.325,61.875,13.775,22.3125,1009.6291666666666,0.0,4,24,17,1,0,49.67959842574168,405265.876796077,270.40371894531484,320.08286542244787,0,14,1,6,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,2.3063435554504395,0.0,1381.359375,8.549999999999999,62470.80468749999,0.2666666666666515,22.33263888888889,68.84027777777779,1009.3548611111111,0.7624379759114277,0.6470613053552848,49.67914647713303
1940-01-15,0.0,22.4625,66.58333333333333,15.245833333333332,22.991666666666664,1008.7833333333332,0.0,5,24,18,3,1,60.461582817322,405203.3248342986,271.422728134501,331.8839634946161,0,15,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,2.3063435554504395,0.0,1495.6281249999997,7.216666666666667,67168.15694444443,-0.8458333333334167,22.32708333333333,67.19444444444444,1009.3777777777777,0.8700253272052922,0.49300702836909355,60.4612353601151
1940-01-16,0.0,22.35,69.91666666666667,15.9,23.40833333333333,1007.9875,0.0,5,25,19,4,2,71.24226689463136,403970.4866550781,272.4415405854245,343.68359378537616,0,16,1,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,2.3063435554504395,0.0,1562.6375000000003,6.450000000000001,70475.12604166666,-0.7958333333332348,22.282638888888886,66.0625,1009.2388888888889,0.9468867367804109,0.32156726778287753,71.24205319995167
1940-01-17,0.0,22.579166666666666,66.66666666666667,15.104166666666666,23.704166666666666,1007.05,0.0,6,26,20,6,3,82.10430913315852,401504.7481521973,273.4601396745201,355.56437659534055,0,17,1,2,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,2.3063435554504395,0.0,0.0,0.0,2.3063435554504395,0.0,1505.2777777777778,7.475,67136.66666666667,-0.9375,22.347916666666666,65.27083333333333,1008.7687500000001,0.9905197974435727,0.13737005085659604,82.10423692082043
1940-01-18,0.0,23.183333333333334,69.83333333333333,16.758333333333333,24.725,1007.3958333333334,0.0,7,0,21,1,4,93.1385630403645,397834.9419742341,274.4785107221122,7.617127348479052,0,18,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1618.9694444444444,6.425000000000001,70349.80902777778,0.3458333333334167,22.51805555555556,66.21527777777779,1008.3680555555555,0.9985000463063667,-0.054750867812151424,266.86138337363315
1940-01-19,0.0,23.84583333333333,70.45833333333333,17.629166666666666,25.65833333333333,1008.4666666666668,0.0,8,1,22,3,5,104.43854050150776,393095.7955623929,275.4966412107609,19.935322625089547,0,19,1,4,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1680.1376736111108,6.216666666666665,71054.88055555556,1.0708333333334394,22.790972222222223,67.55555555555556,1008.21875,0.9684156586110668,-0.24934135669177254,255.56131858567136
1940-01-20,0.0,23.508333333333336,70.25,17.2375,24.791666666666668,1009.2458333333334,0.0,9,2,23,5,6,116.09282925284732,387534.7930392939,276.5145211571512,32.60752110801958,0,20,1,5,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1651.4604166666668,6.270833333333336,70899.51979166667,0.7791666666665833,22.988194444444446,68.95138888888889,1008.1548611111111,0.8980826284993082,-0.43982677543298065,243.90700004913163
1940-01-21,0.0,23.1625,62.5,15.0625,23.25,1009.0583333333334,0.0,10,3,24,0,0,128.1749347536742,381508.02720296336,277.5321436350452,45.7072100916684,0,21,1,6,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1447.65625,8.100000000000001,63066.145833333336,-0.1875,23.10486111111111,68.27083333333333,1008.2006944444446,0.786127353754011,-0.6180645465319266,231.8249335433768
1940-01-22,0.0,23.3375,58.958333333333336,14.379166666666668,22.9,1009.0291666666668,0.0,11,4,25,2,1,140.73065230843557,375460.7581240698,278.54950538445297,59.28018306762311,0,22,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1375.9401041666667,8.95833333333333,59490.6779513889,-0.029166666666583296,23.269444444444446,66.44444444444444,1008.3743055555556,0.6329667901052082,-0.774178947417139,219.26932231682986
1940-01-23,0.0,23.954166666666666,60.958333333333336,15.354166666666666,24.070833333333336,1008.6,0.0,12,5,26,4,2,153.76458713206617,369888.92309429706,279.5666073523549,73.33106432993512,0,23,1,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1460.206076388889,8.6,61482.575000000004,-0.42916666666678793,23.498611111111114,65.49305555555556,1008.6326388888889,0.4420603379323143,-0.8969853162829189,206.23554302241976
1940-01-24,0.0,23.975,65.79166666666667,16.820833333333333,24.679166666666664,1008.9583333333334,0.6000000000000001,13,6,0,6,3,167.22964361441254,365281.2500339444,280.583454916832,87.81279853200729,0,24,1,2,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1577.3552083333336,7.154166666666669,66381.05034722223,0.3583333333333485,23.630555555555556,64.81944444444444,1008.8930555555556,0.22104394651026804,-0.9752638482539818,192.77065638482472
1940-01-25,0.0,24.075,65.625,16.7375,24.804166666666664,1009.25,0.0,15,7,1,2,4,181.024984218309,362048.6422538929,281.6000575056548,102.62460222330392,0,25,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1579.921875,7.337499999999999,66232.03125,0.29166666666662877,23.66875,64.0138888888889,1009.0236111111111,-0.017888395221172984,-0.9998399898565825,178.97545528235085
1940-01-26,0.0,24.441666666666663,75.875,19.479166666666668,26.7875,1008.2625,0.9,16,8,3,4,5,195.0069649123705,360456.2422613546,282.6164274144558,117.6228841296554,0,26,1,4,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,1854.511458333333,4.962499999999995,76501.9171875,-0.9874999999999545,23.824305555555554,64.9513888888889,1008.8597222222221,-0.2589364617641204,-0.9658943569402806,164.9935432848004
1940-01-27,0.0,24.79583333333333,81.04166666666667,21.15,27.875,1007.7833333333332,1.5,17,9,4,6,6,209.01264757122087,360578.7344855485,283.6325778855685,132.64474022783645,0,27,1,5,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063435554504395,0.0,2009.4956597222222,3.645833333333332,81672.44097222222,-0.47916666666685614,24.096527777777776,68.04166666666667,1008.6472222222222,-0.4850026735267742,-0.8745126681025732,150.98783765773203
1940-01-28,0.1456775665283203,24.7375,80.625,20.975,27.7875,1007.3375,1.9,18,11,5,2,0,222.8888770380117,362295.22986021545,284.6485208291557,147.5370201809587,0,28,1,6,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1456775665283203,0.1456775665283203,2.4520211219787598,0.1456775665283203,1994.4609375,3.7624999999999993,81216.5859375,-0.44583333333321207,24.32986111111111,71.65277777777779,1008.3652777777778,-0.6805786458879463,-0.7326750348970064,137.111500648197
1940-01-29,3.766360282897949,24.441666666666663,80.08333333333333,20.566666666666663,26.975,1008.3333333333334,1.1,19,12,6,4,1,236.51660554970763,365326.20602887,285.6642647523108,162.18065315344435,0,29,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.1456775665283203,0.0,0.0,0.0,2.3063435554504395,3.9120378494262695,3.9120378494262695,3.9120378494262695,3.620682716369629,1957.3701388888885,3.875,80750.69444444444,0.995833333333394,24.411111111111108,74.84027777777777,1008.3208333333333,-0.8340457502572758,-0.5516952840815099,123.48361159886647
1940-01-30,0.0,24.6875,75.75,19.933333333333334,26.78333333333333,1008.575,1.4,20,13,7,6,2,249.82302666567543,369299.0580088209,286.67981337109046,176.50279280069427,0,30,1,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,3.766360282897949,0.0,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,3.9120378494262695,-3.766360282897949,1870.078125,4.754166666666666,76399.55625000001,0.24166666666667425,24.529861111111114,76.5,1008.2569444444445,-0.938631719248777,-0.34492099909991736,110.1770205703962
1940-01-31,0.0,24.429166666666664,71.875,18.566666666666663,26.175,1008.5375,0.0,21,14,8,1,3,262.78056907231775,373820.4369501601,287.69516508120154,190.4758247488998,0,31,1,2,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0.0,0.1456775665283203,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,3.9120378494262695,0.0,1755.8463541666665,5.862500000000001,72488.6328125,-0.03750000000002274,24.58888888888889,77.54166666666667,1008.1381944444444,-0.992072139544106,-0.12566968584499563,97.21934033230173
1940-02-01,0.0,24.22083333333333,72.16666666666667,18.308333333333334,26.225,1008.8625,0.0,22,15,9,3,4,275.3969323600488,378536.01406225626,288.71031315804515,204.1074127347472,0,1,2,3,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,3.766360282897949,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,3.9120378494262695,0.0,1747.9368055555556,5.912499999999998,72806.24375000001,0.3249999999999318,24.552083333333332,76.92361111111111,1008.2381944444443,-0.9955670017745276,0.09405501038050904,84.60290042329797
1940-02-02,0.0,24.679166666666664,73.625,19.070833333333333,27.325,1008.2875,0.0,23,16,11,5,5,287.7017329043356,383167.3001336896,289.7252464031004,217.42714949998643,0,2,2,4,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,3.9120378494262695,0.0,1817.0036458333332,5.608333333333331,74235.1671875,-0.5749999999999318,24.532638888888886,75.6875,1008.3222222222222,-0.9526522853725101,0.3040618739245905,72.29809690311399
1940-02-03,0.0,25.95833333333333,74.75,20.4375,29.125,1007.3083333333334,0.1,24,17,12,0,6,299.7339949578606,387524.290891862,290.73994996302844,230.4740483708244,0,3,2,5,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.1456775665283203,0.0,0.0,3.766360282897949,3.9120378494262695,3.9120378494262695,0.0,1940.3854166666663,5.520833333333329,75296.29791666668,-0.9791666666666288,24.73611111111111,74.70833333333333,1008.3173611111112,-0.8683373940707165,0.49597396106900327,60.265901592204045
1940-02-04,0.0,26.820833333333336,74.41666666666667,21.216666666666665,30.2875,1007.4458333333332,0.6000000000000001,25,18,13,2,0,311.53270119334115,391498.45075397554,291.7544061430319,243.28709139833168,0,4,2,6,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,3.766360282897949,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,0.0,1995.9170138888892,5.604166666666671,74970.76076388889,0.1374999999998181,25.132638888888888,73.76388888888889,1008.1694444444444,-0.7485774127431336,0.6630474018731966,48.46731474470019
1940-02-05,0.0,26.516666666666666,76.58333333333333,21.54583333333333,30.2375,1007.9375,0.8,26,19,14,4,1,323.131090490866,395042.7503398469,292.76859513712446,255.8995231689743,0,5,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,0.0,2030.734722222222,4.970833333333335,77191.21354166666,0.49166666666678793,25.4375,73.90277777777779,1008.0631944444444,-0.5999862029195315,0.8000103476244559,36.869071968150166
1940-02-06,0.0,26.245833333333334,76.08333333333333,21.204166666666666,29.71666666666667,1007.8416666666668,0.5,27,20,15,6,2,334.55453968995016,398145.50107896834,293.7824956656858,268.336727882573,0,6,2,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,0.0,1996.870486111111,5.041666666666668,76679.95347222223,-0.09583333333318933,25.740277777777777,74.60416666666667,1007.9472222222224,-0.429651733522021,0.9029946776595764,25.445767783112842
1940-02-07,0.0,25.40833333333333,75.375,20.370833333333334,28.5125,1008.45,0.3,28,21,16,8,3,345.82144000469475,400803.8321526536,294.7960855387713,280.6171011144591,0,7,2,2,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,0.0,1915.1531249999998,5.037499999999998,76011.91875,0.6083333333332348,25.938194444444445,75.1388888888889,1007.8784722222223,-0.2449446035487028,0.9695370757182877,14.178984424312205
1940-02-08,0.0,24.9,71.875,18.97083333333333,27.125,1008.8041666666668,0.1,29,21,17,10,4,356.9462401664125,403001.4450092128,295.8093421647368,292.7550890665533,0,8,2,3,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,3.9120378494262695,0.0,1789.6875,5.929166666666667,72507.79947916667,0.35416666666674246,25.974999999999998,74.84722222222223,1007.9645833333334,-0.05327293328060767,0.9985799890743254,3.0542530981834943
1940-02-09,0.0,24.804166666666664,68.20833333333333,17.879166666666666,26.8125,1007.9416666666666,0.0,0,22,18,1,5,7.943693988824361,404693.9134138034,296.82224301114167,304.76543368321813,0,9,2,4,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.1456775665283203,0.0,0.0,3.766360282897949,3.9120378494262695,0.0,1691.8508680555553,6.924999999999997,68750.02118055554,-0.8625000000001819,25.782638888888886,73.75694444444444,1008.0701388888889,0.1381998724447958,0.9904043594695261,7.943190672076469
1940-02-10,0.0,25.09166666666667,67.91666666666667,18.14583333333333,27.329166666666666,1007.15,0.0,1,23,19,3,6,18.83334442324821,405803.3018521087,297.83476601223924,316.6676560870295,0,10,2,5,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,3.766360282897949,0.0,0.0,0.0,3.9120378494262695,0.0,1704.1423611111113,6.94583333333334,68402.27083333334,-0.7916666666666288,25.494444444444444,72.6736111111111,1008.0208333333334,0.32281656206970044,0.9464615508585118,18.83289007479027
1940-02-11,0.0,25.2625,70.45833333333333,19.0125,27.65416666666667,1008.5625,0.0,2,24,20,4,0,29.643427200100422,406222.36644154537,298.84688991195026,328.4899613574671,0,11,2,6,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1779.9536458333332,6.25,71061.6328125,1.4125000000000227,25.285416666666666,71.65277777777779,1008.125,0.49460075625836236,0.8691202977198588,29.643071445516853
1940-02-12,0.0,25.04583333333333,70.45833333333333,18.804166666666667,26.816666666666663,1010.9416666666666,0.1,3,25,21,6,1,40.41364619987369,405827.29766787705,299.85859453567167,340.27201630953084,0,12,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1764.6876736111108,6.241666666666664,71229.26493055555,2.379166666666606,25.085416666666664,70.71527777777779,1008.6416666666665,0.6483012591092032,0.761383922497331,40.41342177385917
1940-02-13,0.0,25.104166666666668,66.0,17.591666666666665,26.27916666666667,1011.0041666666666,0.0,4,26,21,1,2,51.196556710559214,404497.0700038206,300.8698609971772,352.06633577461315,0,13,2,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1656.875,7.512500000000003,66726.275,0.0625,25.034722222222218,69.15277777777777,1009.067361111111,0.7793003066791796,0.6266506459022735,51.196474777435924
1940-02-14,0.0,24.95,67.16666666666667,17.912499999999998,26.0,1010.825,0.5,5,0,22,3,3,62.05747810682126,402137.045545469,301.8806718640938,3.9381983882489,0,14,2,2,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1675.8083333333334,7.037500000000001,67893.74583333333,-0.17916666666656056,25.043055555555554,68.36805555555556,1009.4041666666666,0.8834181140127296,0.468585569383215,297.9424734758449
1940-02-15,0.0,25.366666666666664,64.75,17.870833333333334,26.2375,1011.4208333333332,0.1,6,1,23,5,4,73.07287551721669,398704.4069849388,302.8910113217636,15.964031234920228,0,15,2,3,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1642.4916666666666,7.49583333333333,65489.49895833333,0.5958333333331893,25.136805555555554,67.79166666666667,1009.9840277777777,0.9566758550719838,0.29115512759058276,286.92698008684334
1940-02-16,0.0,25.10833333333333,65.75,17.495833333333334,26.370833333333334,1011.7,0.0,7,2,24,0,5,84.32700239091565,394232.984627236,303.9008653877221,28.228055383003884,0,16,2,4,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1650.8729166666665,7.612499999999997,66519.27500000001,0.27916666666681067,25.13958333333333,67.43055555555556,1010.7423611111111,0.9951022669298444,0.09885078831797284,275.6728100047182
1940-02-17,0.0,24.70833333333333,67.25,17.1875,25.98333333333333,1011.2791666666668,0.0,7,3,25,1,6,95.90635900440604,388854.7565757844,304.9102222336332,40.81674766399639,0,17,2,5,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1661.6354166666663,7.520833333333329,68008.52395833335,-0.4208333333332348,25.04722222222222,66.89583333333333,1011.1951388888889,0.9946914025032509,-0.1029029338071356,264.0934745696368
1940-02-18,0.0,24.275,67.75,16.754166666666666,25.579166666666666,1010.7541666666666,0.0,8,4,26,3,0,107.89136007541369,382814.4890525129,305.91907266272943,53.81051205883464,0,18,2,6,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1644.63125,7.520833333333332,68478.59479166666,-0.5250000000002046,24.91875,66.44444444444444,1011.1638888888889,0.9516407409415208,-0.3072131185028939,252.1085606038948
1940-02-19,0.0,24.27083333333333,69.20833333333333,17.099999999999998,25.85833333333333,1010.8208333333332,0.0,10,5,1,6,1,120.34479841060173,376472.66676046327,306.92741075864365,67.27214721920129,0,19,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9120378494262695,0.0,1679.7439236111106,7.170833333333331,69957.22517361109,0.06666666666660603,24.779861111111106,66.97916666666667,1011.1333333333333,0.8630008067948286,-0.5052025410382206,239.65526353944236
