date,rainfall,temperature_2m,humidity,dewpoint_2m,apparent_temperature,pressure,precipitation,tithi_index,nakshatra_index,yoga_index,karana_index,vara_index,moon_phase_angle,moon_distance_km,sun_lon,moon_lon
1940-01-21,0.0,23.1625,62.5,15.0625,23.25,1009.0583333333334,0.0,10,3,24,0,0,128.1749347536742,381508.02720296336,277.5321436350452,45.7072100916684
1940-01-22,0.0,23.3375,58.958333333333336,14.379166666666668,22.9,1009.0291666666668,0.0,11,4,25,2,1,140.73065230843557,375460.7581240698,278.54950538445297,59.28018306762311
1940-01-23,0.0,23.954166666666666,60.958333333333336,15.354166666666666,24.070833333333336,1008.6,0.0,12,5,26,4,2,153.76458713206617,369888.92309429706,279.5666073523549,73.33106432993512
1940-01-24,0.0,23.975,65.79166666666667,16.820833333333333,24.679166666666664,1008.9583333333334,0.6000000000000001,13,6,0,6,3,167.22964361441254,365281.2500339444,280.583454916832,87.81279853200729
1940-01-25,0.0,24.075,65.625,16.7375,24.804166666666664,1009.25,0.0,15,7,1,2,4,181.024984218309,362048.6422538929,281.6000575056548,102.62460222330392
1940-01-26,0.0,24.441666666666663,75.875,19.479166666666668,26.7875,1008.2625,0.9,16,8,3,4,5,195.0069649123705,360456.2422613546,282.6164274144558,117.6228841296554
1940-01-27,0.0,24.79583333333333,81.04166666666667,21.15,27.875,1007.7833333333332,1.5,17,9,4,6,6,209.01264757122087,360578.7344855485,283.6325778855685,132.64474022783645
1940-01-28,0.1456775665283203,24.7375,80.625,20.975,27.7875,1007.3375,1.9,18,11,5,2,0,222.8888770380117,362295.22986021545,284.6485208291557,147.5370201809587
1940-01-29,3.766360282897949,24.441666666666663,80.08333333333333,20.566666666666663,26.975,1008.3333333333334,1.1,19,12,6,4,1,236.51660554970763,365326.20602887,285.6642647523108,162.18065315344435
1940-01-30,0.0,24.6875,75.75,19.933333333333334,26.78333333333333,1008.575,1.4,20,13,7,6,2,249.82302666567543,369299.0580088209,286.67981337109046,176.50279280069427
1940-01-31,0.0,24.429166666666664,71.875,18.566666666666663,26.175,1008.5375,0.0,21,14,8,1,3,262.78056907231775,373820.4369501601,287.69516508120154,190.4758247488998
1940-02-01,0.0,24.22083333333333,72.16666666666667,18.308333333333334,26.225,1008.8625,0.0,22,15,9,3,4,275.3969323600488,378536.01406225626,288.71031315804515,204.1074127347472
1940-02-02,0.0,24.679166666666664,73.625,19.070833333333333,27.325,1008.2875,0.0,23,16,11,5,5,287.7017329043356,383167.3001336896,289.7252464031004,217.42714949998643
1940-02-03,0.0,25.95833333333333,74.75,20.4375,29.125,1007.3083333333334,0.1,24,17,12,0,6,299.7339949578606,387524.290891862,290.73994996302844,230.4740483708244
1940-02-04,0.0,26.820833333333336,74.41666666666667,21.216666666666665,30.2875,1007.4458333333332,0.6000000000000001,25,18,13,2,0,311.53270119334115,391498.45075397554,291.7544061430319,243.28709139833168
1940-02-05,0.0,26.516666666666666,76.58333333333333,21.54583333333333,30.2375,1007.9375,0.8,26,19,14,4,1,323.131090490866,395042.7503398469,292.76859513712446,255.8995231689743
1940-02-06,0.0,26.245833333333334,76.08333333333333,21.204166666666666,29.71666666666667,1007.8416666666668,0.5,27,20,15,6,2,334.55453968995016,398145.50107896834,293.7824956656858,268.336727882573
1940-02-07,0.0,25.40833333333333,75.375,20.370833333333334,28.5125,1008.45,0.3,28,21,16,8,3,345.82144000469475,400803.8321526536,294.7960855387713,280.6171011144591
1940-02-08,0.0,24.9,71.875,18.97083333333333,27.125,1008.8041666666668,0.1,29,21,17,10,4,356.9462401664125,403001.4450092128,295.8093421647368,292.7550890665533
1940-02-09,0.0,24.804166666666664,68.20833333333333,17.879166666666666,26.8125,1007.9416666666666,0.0,0,22,18,1,5,7.943693988824361,404693.9134138034,296.82224301114167,304.76543368321813
1940-02-10,0.0,25.09166666666667,67.91666666666667,18.14583333333333,27.329166666666666,1007.15,0.0,1,23,19,3,6,18.83334442324821,405803.3018521087,297.83476601223924,316.6676560870295
1940-02-11,0.0,25.2625,70.45833333333333,19.0125,27.65416666666667,1008.5625,0.0,2,24,20,4,0,29.643427200100422,406222.36644154537,298.84688991195026,328.4899613574671
1940-02-12,0.0,25.04583333333333,70.45833333333333,18.804166666666667,26.816666666666663,1010.9416666666666,0.1,3,25,21,6,1,40.41364619987369,405827.29766787705,299.85859453567167,340.27201630953084
1940-02-13,0.0,25.104166666666668,66.0,17.591666666666665,26.27916666666667,1011.0041666666666,0.0,4,26,21,1,2,51.196556710559214,404497.0700038206,300.8698609971772,352.06633577461315
1940-02-14,0.0,24.95,67.16666666666667,17.912499999999998,26.0,1010.825,0.5,5,0,22,3,3,62.05747810682126,402137.045545469,301.8806718640938,3.9381983882489
1940-02-15,0.0,25.366666666666664,64.75,17.870833333333334,26.2375,1011.4208333333332,0.1,6,1,23,5,4,73.07287551721669,398704.4069849388,302.8910113217636,15.964031234920228
1940-02-16,0.0,25.10833333333333,65.75,17.495833333333334,26.370833333333334,1011.7,0.0,7,2,24,0,5,84.32700239091565,394232.984627236,303.9008653877221,28.228055383003884
1940-02-17,0.0,24.70833333333333,67.25,17.1875,25.98333333333333,1011.2791666666668,0.0,7,3,25,1,6,95.90635900440604,388854.7565757844,304.9102222336332,40.81674766399639
1940-02-18,0.0,24.275,67.75,16.754166666666666,25.579166666666666,1010.7541666666666,0.0,8,4,26,3,0,107.89136007541369,382814.4890525129,305.91907266272943,53.81051205883464
1940-02-19,0.0,24.27083333333333,69.20833333333333,17.099999999999998,25.85833333333333,1010.8208333333332,0.0,10,5,1,6,1,120.34479841060173,376472.66676046327,306.92741075864365,67.27214721920129
1940-02-20,0.0,24.42083333333333,70.29166666666667,17.508333333333333,26.10833333333333,1011.3916666666668,0.0,11,6,2,1,2,133.2976191677341,370290.61944071896,307.9352346543699,81.23262319117862
1940-02-21,0.0,24.133333333333336,68.66666666666667,16.650000000000002,25.47083333333333,1010.4458333333332,0.0,12,7,3,3,3,146.73443039813543,364792.0096914188,308.9425472601872,95.67659030637512
1940-02-22,0.0,24.1875,69.25,16.758333333333333,25.870833333333334,1009.2083333333334,0.0,13,8,4,5,4,160.58362306781774,360498.7418293926,309.9493566618696,110.53249081552642
1940-02-23,0.0,25.02916666666667,68.875,17.758333333333333,26.991666666666664,1008.2708333333334,0.0,14,9,5,1,5,174.7182430367781,357848.3063624879,310.9556758289482,125.67341608285231
1940-02-24,0.0,25.7125,70.79166666666667,19.091666666666665,28.23333333333333,1008.225,0.0,15,10,6,3,6,188.9714724545668,357111.48967394704,311.96152137065565,140.9325724588562
1940-02-25,0.0,25.641666666666666,65.54166666666667,17.941666666666666,27.45,1009.2208333333332,0.0,16,11,8,5,0,203.164282983478,358336.98094721057,312.9669113961449,156.1309270329201
1940-02-26,0.0,25.570833333333336,67.95833333333333,18.25,27.5625,1008.7208333333332,0.0,18,12,9,1,1,217.13618632289047,361344.30064715503,313.9718629477727,171.10796367509323
1940-02-27,0.0,25.45833333333333,66.54166666666667,17.45,27.566666666666663,1007.0291666666668,0.0,19,13,10,3,2,230.7683818834824,365768.1559747666,314.9763897058533,185.7448454894496
1940-02-28,0.0,25.879166666666663,67.375,17.516666666666666,27.791666666666668,1005.075,0.0,20,14,11,5,3,243.99329520506123,371136.7482636798,315.98050052680026,199.9739682464984
1940-02-29,0.0,26.02083333333333,68.83333333333333,18.129166666666663,28.09583333333333,1005.2916666666666,0.0,21,16,12,0,4,256.791349053414,376956.8778757792,316.98419898137456,213.77573990001315
1940-03-01,0.0,26.204166666666666,69.91666666666667,18.95833333333333,28.65833333333333,1006.2583333333332,0.0,22,17,13,2,5,269.1800181280145,382783.2910779245,317.9874836885143,227.1676360442808
1940-03-02,0.0,26.6375,70.625,19.816666666666663,29.47083333333333,1007.0041666666666,0.0,23,18,14,4,6,281.20057485983455,388261.6346993269,318.99034908013124,240.1909415424388
1940-03-03,0.0,27.72083333333333,66.58333333333333,19.579166666666666,30.45833333333333,1005.1125,0.0,24,18,15,6,0,292.9061358065715,393145.0902400035,319.99278627414,252.89879106502204
1940-03-04,0.0,28.704166666666666,65.54166666666667,20.34583333333333,31.65,1004.4291666666668,0.0,25,19,16,1,1,304.3526130757608,397290.4510944584,320.99478386223456,265.34711496762105
1940-03-05,0.0,30.28333333333333,53.66666666666666,18.495833333333334,31.8125,1002.9333333333334,0.0,26,20,17,3,2,315.59285290498343,400640.7529613994,321.9963285417686,277.5887733916859
1940-03-06,0.0,31.0,49.16666666666666,17.5,31.725,1001.8583333333332,0.0,27,21,18,5,3,326.67362712870806,403200.73507158266,322.9974055995478,289.67054444312214
1940-03-07,0.0,30.85833333333333,42.333333333333336,14.870833333333332,31.116666666666664,1001.8875,0.0,28,22,19,7,4,337.6349490945483,405010.0736912589,323.99799929008213,301.6324380071385
1940-03-08,0.0,30.2125,52.25,17.775000000000002,32.166666666666664,1003.2916666666666,0.0,29,23,20,9,5,348.5111583933648,406118.2214358507,324.99809315572924,313.5087796198022
1940-03-09,0.564519464969635,29.5625,61.375,19.933333333333334,32.025,1004.8458333333332,0.0,29,24,21,10,6,359.33322416168494,406563.8789490122,325.997670325401,325.3305142287125
1940-03-10,0.4228297472000122,28.579166666666666,72.125,22.4875,32.50416666666667,1005.4625,2.9,0,25,22,1,0,10.131719587901497,406361.4199794885,326.99671381176074,337.12818243874307
1940-03-11,0.0,28.375,73.79166666666667,22.7625,32.454166666666666,1004.8,7.2,1,26,23,3,1,20.93993379534704,405495.7884850449,327.9952068112701,348.93503518771377
1940-03-12,0.0,27.15833333333333,76.16666666666667,22.28333333333333,31.491666666666664,1005.3708333333334,1.8,2,0,24,5,2,31.796627816559,403926.4249966724,328.993133002232,0.7897931720392926
1940-03-13,0.0,27.241666666666664,78.08333333333333,22.83333333333333,31.73333333333333,1006.2958333333332,5.2,3,0,25,0,3,42.74800301267077,401599.7450089112,329.99047683526646,12.73861893786578
1940-03-14,0.0,27.7625,77.875,23.133333333333336,32.52916666666667,1007.1208333333334,4.300000000000001,4,1,26,1,4,53.848503640163294,398468.73640411766,330.98722381911585,24.835923000754043
1940-03-15,0.0,27.8375,75.75,22.6875,32.3875,1006.9166666666666,0.9,5,2,0,3,5,65.16008577463556,394517.4626476749,331.98336081959,37.1436360387757
1940-03-16,0.0,28.429166666666664,70.70833333333333,21.875,32.541666666666664,1006.2625,0.4,6,3,1,5,6,76.74954154210407,389787.6069246926,332.9788764060189,49.72853606517436
1940-03-17,0.0,29.433333333333334,66.125,21.745833333333334,32.954166666666666,1004.15,0.3,7,4,2,0,0,88.68341549221051,384403.4780041857,333.97376129155896,62.6571672938296
1940-03-18,0.0,29.5625,64.58333333333333,21.633333333333336,32.92916666666667,1003.05,0.5,8,5,3,2,1,101.02012020114942,378590.89840273967,334.9680089125959,75.98795729125985
1940-03-19,0.0,29.266666666666666,67.75,21.98333333333333,32.604166666666664,1004.0333333333332,0.3,9,6,4,4,2,113.7992769606958,372684.0963631269,335.9616161643985,89.76055715997683
1940-03-20,0.0,29.6875,60.625,20.479166666666668,32.31666666666667,1004.3916666666668,0.1,10,7,6,0,3,127.029321000394,367113.68457290565,336.9545842428604,103.98344261975402
1940-03-21,0.0,30.325,56.5,19.179166666666667,32.704166666666666,1004.3833333333332,0.0,11,8,7,2,4,140.67603525457474,362369.4944151275,337.9469194287618,118.6224389355709
1940-03-22,0.0,30.375,57.41666666666666,20.008333333333333,32.69166666666667,1004.2,0.2,12,10,8,4,5,154.65629515503403,358936.5914981557,338.93863351973414,133.5944534466007
1940-03-23,0.0,30.34583333333333,58.333333333333336,20.05,32.987500000000004,1004.4291666666668,0.2,14,11,9,0,6,168.8415222555904,357212.4488551332,339.92974354669803,148.77091836585987
1940-03-24,0.0,29.629166666666663,63.91666666666666,21.28333333333333,32.7875,1005.875,0.2,15,12,10,2,0,183.07280759527404,357425.38217853423,340.9202705210104,163.99291142532465
1940-03-25,0.0,30.004166666666663,63.75,21.566666666666663,33.475,1006.1541666666668,0.9,16,13,12,4,1,197.18480032296324,359581.23567871714,341.9102372893255,179.09505318247727
1940-03-26,0.0,30.90833333333333,55.958333333333336,20.029166666666665,33.42916666666667,1005.35,0.2,17,14,13,0,2,211.0311479825404,363458.9178707113,342.89966598192404,193.93096330590788
1940-03-27,0.0,30.754166666666663,56.0,19.404166666666665,33.09166666666667,1005.6291666666666,0.0,18,15,14,2,3,224.50369045695427,368656.4168242724,343.8885757489,208.39246882250177
1940-03-28,0.0,29.304166666666664,67.95833333333333,21.98333333333333,33.050000000000004,1008.2583333333332,0.7,19,16,15,4,4,237.5410556517776,374669.0545913543,344.876981322508,222.4182054996739
1940-03-29,0.0,28.683333333333334,68.20833333333333,21.116666666666667,32.37083333333333,1008.4916666666668,0.3,20,17,16,6,5,250.127041591413,380973.4348879285,345.8648925494816,235.9919965353545
1940-03-30,0.0,28.7875,68.79166666666667,21.23333333333333,32.62916666666667,1007.9958333333334,0.3,21,18,17,1,6,262.2822708691897,387095.9175067471,346.8523146825665,249.134498683577
1940-03-31,0.0,29.2375,63.25,19.225,32.112500000000004,1007.4166666666666,0.0,22,19,18,3,0,274.05318632328743,392656.1332017367,347.83924907580337,261.8921893242843
1940-04-01,0.0,29.40833333333333,62.04166666666666,18.775,32.170833333333334,1005.8916666666668,0.0,23,20,19,5,1,285.501402238781,397385.9779532036,348.8256939719533,274.3267113326903
1940-04-02,0.0,30.21666666666667,53.625,17.0125,31.891666666666666,1005.225,0.0,24,21,20,0,2,296.6949742950964,401129.4851354987,349.81164519492984,286.5061394021587
1940-04-03,0.0,30.129166666666663,59.66666666666666,18.791666666666668,32.59583333333333,1005.9916666666668,0.0,25,22,21,2,3,307.7020395401546,403829.8675884152,350.7970966761414,298.4986184734814
1940-04-04,0.0,29.45,67.41666666666667,21.2,32.99583333333333,1006.95,0.0,26,23,22,4,4,318.586675983062,405508.9840218164,351.7820408202651,310.36822309833974
1940-04-05,0.0,29.29583333333333,66.79166666666667,21.495833333333334,33.016666666666666,1007.2541666666666,0.0,27,24,23,5,5,329.40661749513305,406243.123589962,352.76646875329226,322.1726729509823
1940-04-06,0.0,29.379166666666663,63.625,20.866666666666667,33.05833333333333,1007.0541666666668,0.1,28,25,24,7,6,340.2124497942299,406138.04828643217,353.7503705075789,333.96253011817123
1940-04-07,0.0,29.945833333333336,63.29166666666666,21.316666666666663,33.7625,1006.9791666666666,0.1,29,25,25,9,0,351.0479665166992,405305.79133873153,354.7337351951747,345.7815572181881
1940-04-08,0.0,29.8,69.45833333333333,23.05,34.300000000000004,1007.1666666666666,0.9,0,26,26,0,1,1.9514026108571505,403845.5727457759,355.71655120926937,357.66795364017565
1940-04-09,0.0,29.679166666666664,69.79166666666667,22.90416666666667,33.920833333333334,1007.6166666666668,0.5,1,0,0,2,2,12.95725746372065,401831.0511739944,356.69880647792536,9.656182239064016
1940-04-10,0.0,30.266666666666666,65.25,21.64583333333333,34.0,1006.7541666666666,0.0,2,1,1,4,3,24.09837611399259,399305.7162809855,357.6804887787166,21.77905456388612
1940-04-11,0.0,30.554166666666664,64.91666666666667,21.745833333333334,34.362500000000004,1004.3333333333334,0.0,2,2,2,5,4,35.40789313227967,396287.4063453614,358.6615861107349,34.069678750270896
1940-04-12,0.0,30.84166666666667,61.875,20.925,34.104166666666664,1003.7083333333334,0.0,3,3,3,0,5,46.92058325804651,392781.7554786725,359.6420871162074,46.562813627924605
1940-04-13,0.0,30.53333333333333,64.70833333333333,21.616666666666664,33.96666666666667,1004.7166666666668,0.0,4,4,4,2,6,58.67312598081675,388803.0008031289,0.6219815488576401,59.29513569319276
1940-04-14,0.0,30.21666666666667,64.54166666666667,21.2875,33.583333333333336,1005.4833333333332,0.0,5,5,5,4,0,70.70279861329261,384399.1935970163,1.6012607973399184,72.3039329964366
1940-04-15,0.0,30.370833333333334,62.125,20.916666666666668,33.68333333333333,1005.3875,0.0,6,6,6,6,1,83.04419746241436,379677.5528519849,2.579918484265111,85.62382507843199
1940-04-16,0.0,30.116666666666664,64.45833333333333,21.308333333333334,33.78333333333333,1006.4708333333332,0.0,7,7,7,1,2,95.72380982878424,374824.4930063281,3.557951161175062,99.28133125915858
1940-04-17,0.0,29.95833333333333,66.16666666666667,21.816666666666663,33.858333333333334,1006.5583333333334,0.1,9,8,8,4,3,108.75270485334104,370113.87740508525,4.535359095672241,113.28755513262765
1940-04-18,0.0,29.55,70.125,22.85833333333333,33.96666666666666,1005.6625,0.3,10,9,9,6,4,122.11833593838614,365896.8456502463,5.512147084891851,127.62997861967568
1940-04-19,0.0,30.20833333333333,67.45833333333333,22.616666666666664,34.3875,1005.6875,0.5,11,10,11,1,5,135.77736632607576,362568.3151903268,6.488325133154802,142.26527923622143
1940-04-20,0.0,29.8125,69.08333333333333,22.9875,34.075,1005.6708333333332,1.1,12,11,12,3,6,149.65218076640107,360510.3781496513,7.463908732587999,157.11583710357706
1940-04-21,0.0,29.6125,68.16666666666667,22.7,33.825,1004.8583333333332,1.7000000000000002,13,12,13,6,0,163.63370184054892,360021.48895189416,8.438918458095504,172.07255392709988
1940-04-22,0.0,29.691666666666663,67.25,22.52916666666667,33.766666666666666,1005.0916666666668,2.2,14,14,14,1,1,177.59174026184988,361249.57209351234,9.413378714648845,187.00521410594
1940-04-23,4.696269989013672,28.741666666666664,71.45833333333333,22.75,33.0125,1005.4333333333334,1.9,15,15,15,3,2,191.3915156760137,364150.8428401818,10.387315760196678,201.779020433653
1940-04-24,24.257946014404297,27.96666666666667,75.70833333333333,23.0,32.43333333333333,1005.4583333333334,8.6,17,16,17,6,3,204.9123473515088,368489.30475936655,11.36075543864731,216.2732964147998
1940-04-25,0.7248150706291199,25.754166666666663,86.25,23.125,30.620833333333334,1006.0666666666666,20.8,18,17,18,1,4,218.06343169599367,373876.6651625421,12.3337211876795,230.39726640933685
1940-04-26,0.0,24.9375,89.33333333333333,23.0125,29.383333333333336,1005.6458333333334,8.9,19,18,19,3,5,230.7928694004311,379837.8271012135,13.306232740570977,244.0990762150798
1940-04-27,0.0,27.054166666666664,77.91666666666667,22.616666666666664,31.504166666666663,1005.2416666666668,1.3,20,19,20,5,6,243.0888887677786,385881.47544763744,14.27830563151079,257.36700523160226
1940-04-28,0.0,27.54583333333333,78.66666666666667,23.27083333333333,32.525,1005.0625,2.9,21,20,21,0,0,254.97484011498807,391559.4062930904,15.249951341101903,270.2244504776651
1940-04-29,0.2505468726158142,27.4875,79.58333333333333,23.42083333333333,32.550000000000004,1005.0333333333332,3.9,22,21,22,2,1,266.5007870046555,396506.8232472685,16.221177800614306,282.72151123435685
1940-04-30,0.0,27.225,80.16666666666667,23.35,31.945833333333336,1004.3875,4.1,23,22,23,4,2,277.7343261492133,400463.2370490529,17.191989998675453,294.92580637911954
1940-05-01,0.0,27.58333333333333,79.25,23.375,32.737500000000004,1003.2041666666668,7.2,24,23,24,6,3,288.75231933690964,403277.5079090918,18.162390523474897,306.91420648017044
1940-05-02,0.0,27.891666666666666,79.54166666666667,23.766666666666666,33.15416666666667,1003.25,1.1,24,23,25,0,4,299.6342324543749,404901.44301560527,19.13237996540529,318.7661742959488
1940-05-03,0.0,28.375,77.125,23.6875,33.641666666666666,1004.225,2.1,25,24,26,2,5,310.45711197723784,405375.6649738184,20.101957171028225,330.5587431423018
1940-05-04,0.0,28.758333333333336,75.16666666666667,23.616666666666664,34.141666666666666,1004.6125,3.1,26,25,0,4,6,321.2919314660292,404810.42249860114,21.071119377963228,342.36286536429
1940-05-05,0.0,29.35833333333333,69.08333333333333,22.7875,33.4625,1003.4541666666668,0.4,27,26,1,6,0,332.20100542815976,403363.2881046879,22.0398622806056,354.24082839658564
1940-05-06,0.0,30.09583333333333,66.04166666666667,22.6125,34.59166666666667,1001.1666666666666,0.1,28,0,2,8,1,343.23627031836185,401215.49667198776,23.00818008486316,6.244538476193462
1940-05-07,0.0,31.42083333333333,53.75,20.2,34.36666666666667,999.15,0.0,29,1,3,10,2,354.4383731866092,398548.9531349986,23.976065609986108,18.414612724738618
1940-05-08,0.0,31.5625,56.833333333333336,21.3,35.36666666666667,999.1666666666666,0.2,0,2,4,0,3,5.83661518779683,395526.4161458305,24.94351048740649,30.780326721545592
1940-05-09,0.0,31.433333333333334,59.208333333333336,21.820833333333336,35.041666666666664,999.7291666666666,0.0,1,3,5,2,4,17.449816812451047,392277.66820014606,25.910505490420405,43.36048389926589
1940-05-10,0.0,31.475,60.04166666666666,22.008333333333336,35.416666666666664,999.8125,0.2,2,4,6,4,5,29.28807356932439,388894.22433806094,26.877041006157377,56.16517456227768
1940-05-11,0.0,32.608333333333334,52.458333333333336,20.633333333333333,35.704166666666666,999.9291666666668,0.0,3,5,7,6,6,41.3551614829212,385434.0746618176,27.843107638137617,69.19818280556194
1940-05-12,0.0,33.141666666666666,50.625,20.433333333333334,36.1875,1000.4833333333332,0.7,4,6,8,1,0,53.65108839865553,381936.15014679,28.808696911597977,82.45953649891399
1940-05-13,0.5347439050674438,33.075,50.833333333333336,20.516666666666666,36.079166666666666,999.6833333333334,0.7,5,7,9,4,1,66.17407070551438,378441.99286227766,29.77380204697127,95.94747977298051
1940-05-14,2.010174512863159,32.43333333333333,56.458333333333336,21.829166666666666,36.75,999.6125,0.3,6,8,10,6,2,78.92115648722498,375020.00392769737,30.73841877033241,109.65908968790092
1940-05-15,0.0,30.316666666666663,68.70833333333333,23.0625,34.770833333333336,1000.9791666666666,1.5,7,9,11,1,3,91.88689239308302,371786.1151317221,31.70254613014383,123.58893579278018
1940-05-16,0.0,27.379166666666663,81.33333333333333,23.679166666666664,32.59166666666667,1000.3833333333332,9.6,8,10,12,3,4,105.05986295397142,368914.18215725024,32.666187276663514,137.72561319164498
1940-05-17,0.0,26.391666666666666,82.91666666666667,23.025,30.9625,999.4625,17.5,9,11,13,5,5,118.4175841572629,366630.2510321512,33.62935012308983,152.04663295829306
1940-05-18,2.00986123085022,28.83333333333333,71.375,22.604166666666668,32.545833333333334,998.2125,13.4,10,12,15,0,6,131.92101614864174,365187.61469128495,34.592047752994894,166.51293649550158
1940-05-19,14.068001747131348,28.60833333333333,71.125,22.525,31.941666666666663,998.0583333333334,4.3,12,13,16,3,0,145.51067231710724,364824.5320610159,35.55429839809332,181.06501179039532
1940-05-20,52.09790802001953,29.48333333333333,67.66666666666667,22.5875,32.90833333333333,998.9791666666666,5.9,13,14,17,5,1,159.1065729081736,365712.8658375116,36.51612483103477,195.6228584157828
1940-05-21,0.6708957552909851,30.65416666666667,60.375,21.741666666666664,34.12916666666667,999.1416666666668,0.0,14,15,18,0,2,172.61366123183907,367911.2387141679,37.47755313595017,210.0914156089244
1940-05-22,0.6708957552909851,30.3125,63.708333333333336,22.291666666666668,34.2125,999.7375,1.6,15,16,19,2,3,185.93258853161305,371337.18538307736,38.4386110129763,224.37135446139527
1940-05-23,0.0,30.804166666666664,63.083333333333336,22.3375,35.05416666666667,999.925,2.2,16,17,20,5,4,198.9735410407457,375767.37245065375,39.39932594714685,238.37290419471245
1940-05-24,0.0,31.441666666666663,59.833333333333336,22.179166666666664,35.55833333333333,1000.7,0.5,17,18,21,0,5,211.66928209945144,380865.3718170546,40.35972362066549,252.0288857988197
1940-05-25,0.0,31.995833333333334,55.66666666666666,21.53333333333333,35.704166666666666,1001.5208333333334,0.1,18,19,22,2,6,223.9838554032812,386227.7955574365,41.3198268371491,265.30340324561155
1940-05-26,0.0,32.59583333333333,49.208333333333336,20.075,35.3125,1000.3208333333332,0.0,19,20,24,4,0,235.91528713413743,391436.0258834799,42.27965502890455,278.19453504513024
1940-05-27,0.0,31.5375,54.75,20.579166666666666,34.425000000000004,999.7833333333332,1.2,20,21,25,6,1,247.4928819270301,396102.7037532613,43.23922424484444,290.7316240777735
